整租·民富园小区(云龙区) 1室1厅 南,https://image1.ljcdn.com/320300-inspection/32c84517-01a1-451e-a50e-1c58ac89f51f.JPG.250x182.jpg,泉山区-翟山-风华南苑,30㎡,南北,1室1厅1卫,高楼层（6层）,新上,1天前发布,650 元/月
独栋·泊寓 新里程社区 C户型 开间,https://image1.ljcdn.com/rent-user-avatar/5c414686-79ef-46aa-a559-de1c4a19a657.250x182.jpg,泉山区-翟山-风华南苑,30㎡,南北,1室1厅1卫,高楼层（6层）,Not available,8个月前发布,1559-1747 元/月
整租·泉盛美家 3室2厅 南,https://image1.ljcdn.com/320300-inspection/f803eb8d-a510-4dfc-8e3e-2a91ca05be1d.jpg.250x182.jpg,泉山区-翟山-风华南苑,30㎡,南北,1室1厅1卫,高楼层（6层）,新上,3天前发布,1000 元/月
整租·绿苑花园 1室1厅 南,https://image1.ljcdn.com/320300-inspection/ac69990f-6c4e-40dc-b8d2-b8e4e360314d.jpg.250x182.jpg,泉山区-翟山-风华南苑,30㎡,南北,1室1厅1卫,高楼层（6层）,新上,1天前发布,800 元/月
整租·和平壹号三期 3室1厅 南,https://image1.ljcdn.com/320300-inspection/1f354457-2b59-43c4-b6e1-ee18b59e3271.jpg.250x182.jpg,泉山区-翟山-风华南苑,30㎡,南北,1室1厅1卫,高楼层（6层）,新上,2天前发布,1000 元/月
整租·刘场小区 1室1厅 南,https://image1.ljcdn.com/320300-inspection/ff7816fe-a4fd-4e05-a2e0-4b3ddf090299.jpg.250x182.jpg,泉山区-翟山-风华南苑,30㎡,南北,1室1厅1卫,高楼层（6层）,新上,3天前发布,800 元/月
整租·碧水湾 2室1厅 南,https://image1.ljcdn.com/320300-inspection/98dd0c8f-fb70-4b94-8312-d66dbcf63c67.jpg.250x182.jpg,泉山区-翟山-风华南苑,30㎡,南北,1室1厅1卫,高楼层（6层）,新上,1天前发布,650 元/月
整租·九里峰景D区 1室0厅 南,https://image1.ljcdn.com/320300-inspection/7560d4b4-0674-4ba7-845c-258729ccd2a2.jpg.250x182.jpg,泉山区-翟山-风华南苑,30㎡,南北,1室1厅1卫,高楼层（6层）,新上,3天前发布,900 元/月
整租·城置克拉公寓 1室1厅 北,https://image1.ljcdn.com/320300-inspection/80f7753d-d256-45e2-8e79-2437e500b351.jpg.250x182.jpg,泉山区-翟山-风华南苑,30㎡,南北,1室1厅1卫,高楼层（6层）,新上,2天前发布,800 元/月
独栋·贝客公寓 创智科技园店 D户型 1室1厅,https://image1.ljcdn.com/rent-house-1/575a9d484b522a89099abeb84a0b5364-1565691523932/d66019e905f49b46c9662874caab505e.jpg.250x182.jpg,泉山区-翟山-风华南苑,30㎡,南北,1室1厅1卫,高楼层（6层）,Not available,28天前发布,1950-2000 元/月
整租·衡山路 3室2厅 南/北,https://image1.ljcdn.com/320300-inspection/de4cf380-10e4-42bd-9d8e-b87c9647fca9.jpg.250x182.jpg,泉山区-翟山-风华南苑,30㎡,南北,1室1厅1卫,高楼层（6层）,新上,2天前发布,1000 元/月
独栋·泊寓 新里程社区 B户型 开间,https://image1.ljcdn.com/rent-user-avatar/08d1d151-9526-4d36-8467-b1c27125ad4b.250x182.jpg,泉山区-翟山-风华南苑,30㎡,南北,1室1厅1卫,高楼层（6层）,Not available,8个月前发布,1759-1809 元/月
整租·惠工东村 2室1厅 南,https://image1.ljcdn.com/320300-inspection/061b48ef-e869-4128-a97d-5ba701d5585c.jpg.250x182.jpg,泉山区-翟山-风华南苑,30㎡,南北,1室1厅1卫,高楼层（6层）,新上,1天前发布,800 元/月
独栋·泊寓 新里程社区 F户型 开间,https://image1.ljcdn.com/rent-user-avatar/5931a00e-9aa1-48ec-ac3e-b86b66134993.250x182.jpg,泉山区-翟山-风华南苑,30㎡,南北,1室1厅1卫,高楼层（6层）,Not available,7个月前发布,1879-1916 元/月
整租·文欣花园 3室2厅 南,https://image1.ljcdn.com/320300-inspection/a811086e-9329-4499-9efa-5ffd5dab1070.jpg.250x182.jpg,泉山区-翟山-风华南苑,30㎡,南北,1室1厅1卫,高楼层（6层）,新上,5天前发布,900 元/月
整租·鼎瑞雅居 1室1厅 南,https://image1.ljcdn.com/320300-inspection/c1fda2ee-9728-41c0-9062-5709da0957b7.jpg.250x182.jpg,泉山区-翟山-风华南苑,30㎡,南北,1室1厅1卫,高楼层（6层）,新上,5天前发布,800 元/月
整租·南京路西一街 3室1厅 东南/南,https://image1.ljcdn.com/320300-inspection/b97d8745-534f-4d03-8f41-51bb3b39a043.jpg.250x182.jpg,泉山区-翟山-风华南苑,30㎡,南北,1室1厅1卫,高楼层（6层）,新上,6天前发布,650 元/月
合租·润金城二期 3居室 南卧,https://image1.ljcdn.com/320300-inspection/e7b434e7-eda4-4b6c-94db-3383e85c7541.jpg.250x182.jpg,泉山区-翟山-风华南苑,30㎡,南北,1室1厅1卫,高楼层（6层）,新上,5天前发布,1000 元/月
整租·中枢小区 1室1厅 南,https://image1.ljcdn.com/320300-inspection/d4fff7ff-d03f-4287-9b67-89c7083de8b2.jpg.250x182.jpg,泉山区-古彭-中枢小区,38㎡,南,1室1厅1卫,高楼层（7层）,Not available,7天前发布,800 元/月
整租·关庄组团小区 2室1厅 南,https://image1.ljcdn.com/320300-inspection/c40a8d13-5ffe-496e-9ca4-7a59a05ce74e.jpg.250x182.jpg,泉山区-古彭-中枢小区,38㎡,南,1室1厅1卫,高楼层（7层）,新上,4天前发布,900 元/月
整租·绿地世纪城六期 1室2厅 南,https://image1.ljcdn.com/320300-inspection/c8426292-b9a2-44a7-a8db-ee25c04da9f5.jpg.250x182.jpg,泉山区-古彭-中枢小区,38㎡,南,1室1厅1卫,高楼层（7层）,新上,4天前发布,500 元/月
整租·绿地书香苑 3室2厅 南,https://image1.ljcdn.com/320300-inspection/c0c4fcfe-65bb-459c-bc79-e7329275a05d.jpg.250x182.jpg,泉山区-古彭-中枢小区,38㎡,南,1室1厅1卫,高楼层（7层）,Not available,7天前发布,650 元/月
整租·段庄新村 1室1厅 南,https://image1.ljcdn.com/320300-inspection/235aa88f-8bf3-4dc3-81e0-945a6170b388.jpg.250x182.jpg,泉山区-古彭-中枢小区,38㎡,南,1室1厅1卫,高楼层（7层）,新上,5天前发布,900 元/月
整租·民祥园 1室1厅 南,https://image1.ljcdn.com/320300-inspection/da81560c-0102-4645-a9d0-04bd738e36b4.jpg.250x182.jpg,泉山区-古彭-中枢小区,38㎡,南,1室1厅1卫,高楼层（7层）,新上,5天前发布,1000 元/月
整租·文泰康城 2室1厅 南,https://image1.ljcdn.com/320300-inspection/2488862d-0d87-4c8b-9517-68dce85a1b83.jpg.250x182.jpg,泉山区-古彭-中枢小区,38㎡,南,1室1厅1卫,高楼层（7层）,新上,4天前发布,850 元/月
整租·文泰康城 1室1厅 南,https://image1.ljcdn.com/320300-inspection/a0c50f97-1ba3-44fd-b618-8824808dc2a4.jpg.250x182.jpg,泉山区-古彭-中枢小区,38㎡,南,1室1厅1卫,高楼层（7层）,新上,6天前发布,1000 元/月
整租·民富园小区(云龙区) 1室0厅 北,https://image1.ljcdn.com/320300-inspection/f364d95c-eda7-49f3-b4ea-18d94bf71295.png.250x182.jpg,泉山区-古彭-中枢小区,38㎡,南,1室1厅1卫,高楼层（7层）,新上,5天前发布,450 元/月
整租·苹果新天地 1室1厅 南,https://image1.ljcdn.com/320300-inspection/ebd5d670-e618-4790-b841-a628fed0f637.3.jpg.250x182.jpg,泉山区-古彭-中枢小区,38㎡,南,1室1厅1卫,高楼层（7层）,新上,5天前发布,850 元/月
整租·苹果新天地 1室1厅 南,https://image1.ljcdn.com/320300-inspection/5619d679-e008-4f79-b112-c788f05a393d.jpg.250x182.jpg,泉山区-古彭-中枢小区,38㎡,南,1室1厅1卫,高楼层（7层）,新上,5天前发布,850 元/月
整租·泉盛美家 2室2厅 南,https://image1.ljcdn.com/320300-inspection/bf6e1e2c-74fa-4da2-a37a-07eeb4246703.jpg.250x182.jpg,泉山区-古彭-中枢小区,38㎡,南,1室1厅1卫,高楼层（7层）,新上,4天前发布,800 元/月
整租·泉盛美家 2室1厅 南,https://image1.ljcdn.com/320300-inspection/fbd0676c-6610-41be-8f0d-890af31b5347.jpg.250x182.jpg,泉山区-古彭-中枢小区,38㎡,南,1室1厅1卫,高楼层（7层）,新上,4天前发布,800 元/月
整租·堤北村 1室1厅 南,https://image1.ljcdn.com/320300-inspection/b74287d2-0389-4663-809b-9783cb66b003.jpg.250x182.jpg,泉山区-古彭-中枢小区,38㎡,南,1室1厅1卫,高楼层（7层）,新上,5天前发布,800 元/月
整租·云龙华府二期 1室0厅 南,https://image1.ljcdn.com/320300-inspection/ca7052cb-4cb2-4002-9f85-e915ad4b65e5.jpg.250x182.jpg,泉山区-古彭-中枢小区,38㎡,南,1室1厅1卫,高楼层（7层）,新上,4天前发布,550 元/月
整租·民和园 1室1厅 南,https://image1.ljcdn.com/320300-inspection/9a4c196a-02af-4072-89fd-2a58f6aace7e.jpg.250x182.jpg,泉山区-古彭-中枢小区,38㎡,南,1室1厅1卫,高楼层（7层）,新上,4天前发布,650 元/月
整租·云龙华府二期 3室1厅 南,https://image1.ljcdn.com/320300-inspection/331b7a7f-e691-4254-8c6e-4beba45ac072.jpg.250x182.jpg,泉山区-古彭-中枢小区,38㎡,南,1室1厅1卫,高楼层（7层）,新上,6天前发布,750 元/月
整租·碧水湾 1室1厅 南/北,https://image1.ljcdn.com/320300-inspection/d4d5b276-eaf3-4425-b406-f43730557ed3.jpg.250x182.jpg,泉山区-古彭-中枢小区,38㎡,南,1室1厅1卫,高楼层（7层）,Not available,13天前发布,750 元/月
整租·馨园小区 1室1厅 南,https://image1.ljcdn.com/320300-inspection/17796cac-04b9-4745-a9e8-3e27f8a595a3.jpg.250x182.jpg,泉山区-古彭-中枢小区,38㎡,南,1室1厅1卫,高楼层（7层）,Not available,24天前发布,850 元/月
合租·荣盛花语城东区 1居室 南卧,https://image1.ljcdn.com/320300-inspection/ae6a32c7-1514-4d4a-9e13-35b4848b79c0.jpg.250x182.jpg,泉山区-古彭-中枢小区,38㎡,南,1室1厅1卫,高楼层（7层）,Not available,11天前发布,700 元/月
整租·延平路8号 2室1厅 西,https://image1.ljcdn.com/320300-inspection/e17a8c68-0789-4c28-88a1-0ec9f39df257.jpg.250x182.jpg,泉山区-古彭-中枢小区,38㎡,南,1室1厅1卫,高楼层（7层）,Not available,3个月前发布,600 元/月
整租·西苑民乐园 1室1厅 南,https://image1.ljcdn.com/320300-inspection/6f9f5f5e-da4d-4d38-bf36-2c156e42c3a9.jpg.250x182.jpg,泉山区-古彭-中枢小区,38㎡,南,1室1厅1卫,高楼层（7层）,Not available,18天前发布,600 元/月
整租·湖滨西村 2室1厅 南,https://image1.ljcdn.com/320300-inspection/8223c502-7c85-40d9-9886-a4d667424367.jpg.250x182.jpg,泉山区-古彭-中枢小区,38㎡,南,1室1厅1卫,高楼层（7层）,Not available,1个月前发布,670 元/月
整租·金山福地 1室1厅 南,https://image1.ljcdn.com/320300-inspection/d5084a8a-8ede-4fdd-88ab-80cc1d9d2635.jpg.250x182.jpg,泉山区-古彭-中枢小区,38㎡,南,1室1厅1卫,高楼层（7层）,Not available,1个月前发布,700 元/月
整租·和平小区(泉山区) 1室1厅 南,https://image1.ljcdn.com/320300-inspection/520e386d-8363-4ff9-8a85-e730caedb5bc.jpg.250x182.jpg,泉山区-古彭-中枢小区,38㎡,南,1室1厅1卫,高楼层（7层）,Not available,12天前发布,650 元/月
整租·文泰康城 1室1厅 北,https://image1.ljcdn.com/320300-inspection/ac04ebe6-9f27-41a7-aeb7-069c7042e7cd.jpg.250x182.jpg,泉山区-古彭-中枢小区,38㎡,南,1室1厅1卫,高楼层（7层）,Not available,1个月前发布,400 元/月
整租·博爱小区 1室1厅 南/北,https://image1.ljcdn.com/320300-inspection/8eaa1e35-e19d-4432-bdbe-36bfacfda570.jpg.250x182.jpg,泉山区-古彭-中枢小区,38㎡,南,1室1厅1卫,高楼层（7层）,Not available,1个月前发布,550 元/月
整租·荣盛香榭兰庭 3室2厅 南,https://image1.ljcdn.com/320300-inspection/92ef90ff-edef-4bd7-9231-25249b27b3c1.jpg.250x182.jpg,泉山区-古彭-中枢小区,38㎡,南,1室1厅1卫,高楼层（7层）,Not available,14天前发布,900 元/月
整租·合群小区 1室0厅 南/北,https://image1.ljcdn.com/320300-inspection/1ccd9685-4e8d-4444-94bd-5d001317bf16.jpg.250x182.jpg,泉山区-古彭-中枢小区,38㎡,南,1室1厅1卫,高楼层（7层）,Not available,11天前发布,800 元/月
合租·开甲尚仕名邸北区 2居室 南/北卧,https://image1.ljcdn.com/320300-inspection/a76af7d1-9e9b-40eb-8f69-d4697f96bd5e.jpg.250x182.jpg,泉山区-古彭-中枢小区,38㎡,南,1室1厅1卫,高楼层（7层）,Not available,1个月前发布,600 元/月
整租·开甲尚仕名邸北区 5室1厅 南,https://image1.ljcdn.com/320300-inspection/b0ca707d-bc90-4a57-baeb-57a896af5f8d.jpg.250x182.jpg,云龙区-云龙万达-开甲尚仕名邸北区,35㎡,南,5室1厅3卫,高楼层（6层）,Not available,15天前发布,750 元/月
整租·湖光山色南区 1室1厅 南,https://image1.ljcdn.com/320300-inspection/f14740fd-25d0-429f-9610-52744c210e0b.jpg.250x182.jpg,云龙区-云龙万达-开甲尚仕名邸北区,35㎡,南,5室1厅3卫,高楼层（6层）,Not available,18天前发布,800 元/月
整租·华茂嘉园 1室1厅 南,https://image1.ljcdn.com/320300-inspection/b8647fe0-fb3d-4f9a-a462-5053e9766d5d.jpg.250x182.jpg,云龙区-云龙万达-开甲尚仕名邸北区,35㎡,南,5室1厅3卫,高楼层（6层）,Not available,2个月前发布,900 元/月
整租·民怡园 1室1厅 南,https://image1.ljcdn.com/320300-inspection/755b7e1f-031e-47b7-bbd6-a18674aeb53b.jpg.250x182.jpg,云龙区-云龙万达-开甲尚仕名邸北区,35㎡,南,5室1厅3卫,高楼层（6层）,Not available,16天前发布,500 元/月
整租·干休小区 1室1厅 南,https://image1.ljcdn.com/320300-inspection/a8486465-152c-43b1-b10b-b472fa1a4e01.jpg.250x182.jpg,云龙区-云龙万达-开甲尚仕名邸北区,35㎡,南,5室1厅3卫,高楼层（6层）,Not available,11天前发布,600 元/月
整租·天山绿洲四期 1室1厅 南,https://image1.ljcdn.com/320300-inspection/a6d07f24-17cc-4cc8-9943-8b66cf202443.jpg.250x182.jpg,云龙区-云龙万达-开甲尚仕名邸北区,35㎡,南,5室1厅3卫,高楼层（6层）,Not available,1个月前发布,700 元/月
整租·香槟城 3室1厅 南,https://image1.ljcdn.com/320300-inspection/15106595-9ef9-495a-a498-cbc2fec5b811.jpg.250x182.jpg,云龙区-云龙万达-开甲尚仕名邸北区,35㎡,南,5室1厅3卫,高楼层（6层）,Not available,6个月前发布,750 元/月
整租·如意家园 1室1厅 南,https://image1.ljcdn.com/320300-inspection/a76ff370-5ba1-4052-9445-4a6e9f7effef.jpg.250x182.jpg,云龙区-云龙万达-开甲尚仕名邸北区,35㎡,南,5室1厅3卫,高楼层（6层）,Not available,1个月前发布,300 元/月
整租·国源小区 3室1厅 北,https://image1.ljcdn.com/320300-inspection/68e80d31-523e-4cb2-9bce-7558eb7d2731.jpg.250x182.jpg,云龙区-云龙万达-开甲尚仕名邸北区,35㎡,南,5室1厅3卫,高楼层（6层）,Not available,18天前发布,340 元/月
整租·澳东印象城 4室1厅 南,https://image1.ljcdn.com/320300-inspection/65751b95-b912-4525-ab00-e48c1338816f.jpg.250x182.jpg,云龙区-云龙万达-开甲尚仕名邸北区,35㎡,南,5室1厅3卫,高楼层（6层）,Not available,26天前发布,800 元/月
整租·英南小区 1室1厅 南,https://image1.ljcdn.com/320300-inspection/cb1578e0-35e8-46a1-9a37-d241f04e05c4.jpg.250x182.jpg,云龙区-云龙万达-开甲尚仕名邸北区,35㎡,南,5室1厅3卫,高楼层（6层）,Not available,9天前发布,1000 元/月
整租·城置国际花园城二期 2室1厅 南,https://image1.ljcdn.com/320300-inspection/982ed0c3-1cda-4efa-a4ee-d96b668accce.jpg.250x182.jpg,云龙区-云龙万达-开甲尚仕名邸北区,35㎡,南,5室1厅3卫,高楼层（6层）,Not available,2个月前发布,600 元/月
整租·美的城 1室0厅 南,https://image1.ljcdn.com/320300-inspection/5de7f952-a85a-430a-b3b7-d560332ad491.jpg.250x182.jpg,云龙区-云龙万达-开甲尚仕名邸北区,35㎡,南,5室1厅3卫,高楼层（6层）,Not available,29天前发布,850 元/月
整租·祥和小区 2室1厅 南,https://image1.ljcdn.com/320300-inspection/d3372c91-b1aa-469b-a111-6741f1290c9c.jpg.250x182.jpg,云龙区-云龙万达-开甲尚仕名邸北区,35㎡,南,5室1厅3卫,高楼层（6层）,Not available,2个月前发布,900 元/月
整租·万达华府 1室0厅 北,https://image1.ljcdn.com/320300-inspection/43e7ad47-c936-4b4d-8de0-71bf26098e71.jpg.250x182.jpg,云龙区-云龙万达-开甲尚仕名邸北区,35㎡,南,5室1厅3卫,高楼层（6层）,Not available,2个月前发布,600 元/月
整租·大学城 2室2厅 北,https://image1.ljcdn.com/320300-inspection/d9e23bfc-1946-4212-b9c3-251b546d5c84.JPG.250x182.jpg,云龙区-云龙万达-开甲尚仕名邸北区,35㎡,南,5室1厅3卫,高楼层（6层）,Not available,4个月前发布,900 元/月
整租·解放里小区 2室2厅 南/北,https://image1.ljcdn.com/320300-inspection/c497c6eb-b47d-49ea-bcef-436a7e2666f3.jpg.250x182.jpg,云龙区-云龙万达-开甲尚仕名邸北区,35㎡,南,5室1厅3卫,高楼层（6层）,Not available,2个月前发布,800 元/月
整租·风华园西区 2室1厅 南/北,https://image1.ljcdn.com/320300-inspection/17067a01-8c6e-4ea4-b444-698d89e3ebb6.JPG.250x182.jpg,云龙区-云龙万达-开甲尚仕名邸北区,35㎡,南,5室1厅3卫,高楼层（6层）,Not available,2个月前发布,1000 元/月
整租·恒茂福泽园 1室1厅 南/北,https://image1.ljcdn.com/320300-inspection/488c67ec-d869-4718-bc02-3bedbc385cac.jpg.250x182.jpg,云龙区-云龙万达-开甲尚仕名邸北区,35㎡,南,5室1厅3卫,高楼层（6层）,Not available,11天前发布,750 元/月
整租·吴庄花园 2室2厅 南,https://image1.ljcdn.com/320300-inspection/87a49546-788c-4220-b68b-4b0e38441ac7.jpg.250x182.jpg,云龙区-云龙万达-开甲尚仕名邸北区,35㎡,南,5室1厅3卫,高楼层（6层）,Not available,10个月前发布,1000 元/月
整租·鼓楼晶典 1室1厅 南,https://image1.ljcdn.com/320300-inspection/ea7259b6-81f3-4eb1-9e08-e7d1f4324fc3.jpg.250x182.jpg,云龙区-云龙万达-开甲尚仕名邸北区,35㎡,南,5室1厅3卫,高楼层（6层）,Not available,1个月前发布,900 元/月
整租·绿地香颂 4室2厅 西北,https://image1.ljcdn.com/320300-inspection/00a0304f-e692-41e5-b61e-e68136a4f1e2.jpg.250x182.jpg,云龙区-云龙万达-开甲尚仕名邸北区,35㎡,南,5室1厅3卫,高楼层（6层）,Not available,26天前发布,650 元/月
整租·华润橡树湾 1室1厅 南,https://image1.ljcdn.com/320300-inspection/adeca4d6-a0cd-4482-b0a2-f3d9cdeff4f9.jpg.250x182.jpg,云龙区-云龙万达-开甲尚仕名邸北区,35㎡,南,5室1厅3卫,高楼层（6层）,Not available,12天前发布,700 元/月
整租·荣盛香榭兰庭 1室0厅 南,https://image1.ljcdn.com/320300-inspection/a4b52609-3503-49f2-a103-59f21bc051cf.jpg.250x182.jpg,云龙区-云龙万达-开甲尚仕名邸北区,35㎡,南,5室1厅3卫,高楼层（6层）,Not available,12天前发布,650 元/月
整租·湖滨西村 2室1厅 南,https://image1.ljcdn.com/320300-inspection/49998229-5ff8-4ffd-8fad-8bb55ab8eb5e.jpg.250x182.jpg,云龙区-云龙万达-开甲尚仕名邸北区,35㎡,南,5室1厅3卫,高楼层（6层）,Not available,18天前发布,500 元/月
整租·文华美景 1室0厅 南,https://image1.ljcdn.com/320300-inspection/5fb3c28c-d2f7-4757-84b4-02088d574633.jpg.250x182.jpg,云龙区-云龙万达-开甲尚仕名邸北区,35㎡,南,5室1厅3卫,高楼层（6层）,Not available,1个月前发布,800 元/月
整租·湖滨西村 2室1厅 南,https://image1.ljcdn.com/320300-inspection/dcfa12b6-a200-428e-bebc-0759b8f14842.jpg.250x182.jpg,云龙区-云龙万达-开甲尚仕名邸北区,35㎡,南,5室1厅3卫,高楼层（6层）,Not available,2个月前发布,1000 元/月
整租·关庄 2室1厅 南,https://image1.ljcdn.com/370600-inspection/5580b87a-c396-4002-a84f-4e9ba5258354.JPG.250x182.jpg,云龙区-云龙万达-开甲尚仕名邸北区,35㎡,南,5室1厅3卫,高楼层（6层）,Not available,15天前发布,1000 元/月
整租·天山绿洲二期 2室2厅 南,https://image1.ljcdn.com/320300-inspection/ed6eeed4-4742-4935-8676-f282d451a1c9.jpg.250x182.jpg,云龙区-云龙万达-开甲尚仕名邸北区,35㎡,南,5室1厅3卫,高楼层（6层）,Not available,12天前发布,1000 元/月
整租·康乐园 3室1厅 南,https://image1.ljcdn.com/320300-inspection/afac043b-72e1-419c-b6ff-81e79d1295cd.jpg.250x182.jpg,云龙区-云龙万达-开甲尚仕名邸北区,35㎡,南,5室1厅3卫,高楼层（6层）,Not available,17天前发布,850 元/月
整租·华润橡树湾 1室0厅 北,https://image1.ljcdn.com/320300-inspection/bea095ec-13e4-42b8-9054-b573746565d9.jpg.250x182.jpg,云龙区-绿地世纪城-华润橡树湾,20㎡,北,1室0厅1卫,高楼层（24层）,Not available,1个月前发布,600 元/月
整租·文华美景 2室0厅 北,https://image1.ljcdn.com/320300-inspection/a3812df6-9485-4c03-b047-18f609ef06b8.jpg.250x182.jpg,云龙区-绿地世纪城-华润橡树湾,20㎡,北,1室0厅1卫,高楼层（24层）,Not available,1个月前发布,700 元/月
整租·金山福地 3室2厅 南,https://image1.ljcdn.com/320300-inspection/7c348e52-f8b5-43e5-a535-23dbc81eba9f.jpg.250x182.jpg,云龙区-绿地世纪城-华润橡树湾,20㎡,北,1室0厅1卫,高楼层（24层）,Not available,1个月前发布,900 元/月
整租·绿地之窗国际花都五期 2室2厅 南,https://image1.ljcdn.com/320300-inspection/c4883e92-f945-450d-89f9-1dce9babb64a.jpg.250x182.jpg,云龙区-绿地世纪城-华润橡树湾,20㎡,北,1室0厅1卫,高楼层（24层）,Not available,7个月前发布,700 元/月
整租·华润橡树湾 3室2厅 南/北,https://image1.ljcdn.com/320300-inspection/47cebcb5-2fa4-4c70-ae7b-58d956d6a599.jpg.250x182.jpg,云龙区-绿地世纪城-华润橡树湾,20㎡,北,1室0厅1卫,高楼层（24层）,Not available,2个月前发布,900 元/月
整租·湖滨西村 2室1厅 南,https://image1.ljcdn.com/320300-inspection/340b9301-2740-4e3f-bb18-55fd6fb61115.jpg.250x182.jpg,云龙区-绿地世纪城-华润橡树湾,20㎡,北,1室0厅1卫,高楼层（24层）,Not available,6个月前发布,800 元/月
整租·关庄 3室1厅 南,https://image1.ljcdn.com/320300-inspection/1dc461be-2751-40bb-b335-ca1fcd506189.jpg.250x182.jpg,云龙区-绿地世纪城-华润橡树湾,20㎡,北,1室0厅1卫,高楼层（24层）,Not available,2个月前发布,800 元/月
整租·恒大滨河左岸 4室1厅 南,https://image1.ljcdn.com/320300-inspection/ed86d5f6-eef9-4518-9826-f5267b7932c2.jpg.250x182.jpg,云龙区-绿地世纪城-华润橡树湾,20㎡,北,1室0厅1卫,高楼层（24层）,Not available,20天前发布,600 元/月
整租·苏堤北村 3室1厅 南/北,https://image1.ljcdn.com/320300-inspection/pc1_5sxSSysKd_2.jpg.250x182.jpg,云龙区-绿地世纪城-华润橡树湾,20㎡,北,1室0厅1卫,高楼层（24层）,Not available,2个月前发布,900 元/月
整租·荣盛花语城东区 1室0厅 南/北,https://image1.ljcdn.com/320300-inspection/0b0d87f4-7ee8-49e2-bf41-d1939c72537d.jpg.250x182.jpg,云龙区-绿地世纪城-华润橡树湾,20㎡,北,1室0厅1卫,高楼层（24层）,Not available,1个月前发布,800 元/月
